"TST","Usage_quadratic","Usage_num_int_all","Usage_median_duration","Usage_num_int_5","Usage_num_int_530","Usage_num_int_30","TWT","TNST","Nonusage_quadratic","Nonusage_num_int_all","Nonusage_median_duration","Nonusage_num_int_5","Nonusage_num_int_530","Nonusage_num_int_30","user_id","Mean_flour","PA_PANAVA","NA_PANAVA","VA_PANAVA","Mean_SWLS"
9250.08100199699,0.0464876648434686,96,17.2864999771118,92,8,0,18.2333333333333,56353.8534983397,0.0448651244235504,109,220.735000014305,61,37.5,5.5,169,4.75,3.75,4,4.5,4.2
11161.334500432,0.0525279843844693,62,78.0177499651909,52.5,8,0.5,16.1666666666667,47138.3699994087,0.0485066335650837,63,424.37550008297,28,26,8,171,6.875,4.75,3,6,5.6
27526.060500145,0.0373904413216589,117.5,84.1290001273155,97,20.5,2,16.6666666666667,27716.922000885,0.0201298305457183,115,153.631999969482,85,27,0,176,2.125,1.75,5.75,2,3
5481.22150063515,0.197909006445087,31,17.0989999771118,26,3,1,16.7166666666667,53884.4589993954,0.118092093070577,31,514.668999910355,15,8,10,178,3.125,4,2.5,4,3
12251.0299999714,0.103632169690842,55,67.3940000534058,51,8,1,16.4583333333333,47765.4685000181,0.0493001285920714,53.5,422.088000059128,21.5,22,8,180,4.875,5.5,3.75,6,4.4
4036.77600193024,0.0797276765492293,50,31.2690000534058,48,3,0,17.5333333333333,58174.4109990597,0.0630475853270979,42,462.902500033379,19,19,9,184,5.5,4.25,5.25,4,4.4
2468.21200037003,0.100387846106712,24,58.3384999036789,22,1,0,18.0166666666667,61234.0800015926,0.114518624416079,25,1473.0664999485,4,10,11,185,5.625,5.25,3,6,5.6
4183.45699989796,0.240980901384384,16.5,48.957750082016,12.5,2.5,0,17.4166666666667,45824.6340000629,0.170690015914319,16,1095.69900000095,4,2,7,187,5.375,6,3,6,5
23124.7179999352,0.137874025054409,42.5,73.9067499041557,33,7.5,4,16.8333333333333,35575.6429994106,0.0635576052588571,42,498.44000005722,20,18,6,190,6.125,5.25,2.75,5.5,5.2
6472.20700001717,0.141232354186447,43,24.7770000100136,37.5,5,0,17,53173.4290009737,0.0964792814740682,44,524.506000041962,14.5,23.5,7.5,192,4.375,4.25,3,5,3.8
